,app,category,rating,reviews,size,installs,type,price,content_rating,genres,update_year,update_month,update_day,update_weekday,last_updated,current_ver,android_ver,sentiment,sentiment_polarity,sentiment_subjectivity
348,Farm Fruit Pop: Party Time,GAME,4.4,9305.0,14.0,1000000.0,Free,0.0,Everyone,['Casual'],2018.0,8.0,2.0,Thursday,2018-08-02,1.9.2,4.0.3,Positive,0.16502772177419353,0.47051459293394776
349,Color by Number – New Coloring Book,GAME,4.7,141529.0,24.0,5000000.0,Free,0.0,Everyone 10+,['Board'],2018.0,8.0,1.0,Wednesday,2018-08-01,2.0.6,4.1,Positive,0.16885633604383601,0.5402294533544533
350,Extreme Car Driving Simulator,GAME,4.3,2251012.0,52.0,100000000.0,Free,0.0,Everyone,['Racing'],2018.0,5.0,3.0,Thursday,2018-05-03,4.17.2,4,Negative,-0.07361111111111115,0.4527777777777777
351,Color Road,GAME,4.1,84911.0,71.0,10000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,19.0,Thursday,2018-07-19,2.5,4.1,Negative,-0.05935675703532847,0.45401725705297136
352,Draw In,GAME,4.2,46416.0,73.0,10000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,23.0,Monday,2018-07-23,1.0.8,4.1,Negative,-0.1341666666666666,0.5825
353,Baseball Boy!,GAME,3.4,148177.0,78.0,10000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,27.0,Friday,2018-07-27,1.7.2,4.1,Positive,0.012272397197141398,0.4744802114272896
354,Episode - Choose Your Story,GAME,4.3,1841061.0,Varies,50000000.0,Free,0.0,Teen,['Simulation'],2018.0,7.0,31.0,Tuesday,2018-07-31,Varies,Varies,Positive,0.08273390416067546,0.4799336610490124
355,Hello Stars,GAME,4.6,101686.0,31.0,10000000.0,Free,0.0,Everyone,['Puzzle'],2018.0,8.0,4.0,Saturday,2018-08-04,1.8.2,4.1,Positive,0.12142153097798258,0.4743580389144905
356,Flip the Gun - Simulator Game,GAME,4.2,195558.0,86.0,10000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,26.0,Thursday,2018-07-26,1.2,5,Negative,-0.008393065268065292,0.47298784548784545
357,Harry Potter: Hogwarts Mystery,GAME,4.4,1107310.0,Varies,10000000.0,Free,0.0,Teen,['Adventure'],2018.0,8.0,1.0,Wednesday,2018-08-01,1.8.2,4.4,Positive,0.049828595972369695,0.4833047621413213
358,Grim Soul: Dark Fantasy Survival,GAME,4.5,189773.0,95.0,5000000.0,Free,0.0,Teen,['Role Playing'],2018.0,7.0,18.0,Wednesday,2018-07-18,1.1.1,4.1,Positive,0.05230612867822011,0.5017646990789126
359,DRAGON BALL LEGENDS,GAME,4.6,337752.0,48.0,5000000.0,Free,0.0,Teen,['Action'],2018.0,8.0,3.0,Friday,2018-08-03,1.11,6,Positive,0.0761704516471637,0.5156811419639108
360,Disney Heroes: Battle Mode,GAME,4.6,102107.0,Varies,5000000.0,Free,0.0,Everyone 10+,['Strategy'],2018.0,7.0,31.0,Tuesday,2018-07-31,1.2.2,Varies,Negative,-0.005000000000000001,0.35833333333333334
361,Homescapes,GAME,4.6,3093358.0,Varies,10000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,13.0,Friday,2018-07-13,1.8.0.900,4.0.3,Positive,0.0322247659173125,0.5135152732426468
362,Hero Hunters,GAME,4.4,70747.0,99.0,5000000.0,Free,0.0,Teen,['Action'],2018.0,7.0,31.0,Tuesday,2018-07-31,1.7,4.4,Negative,-0.021667189003126506,0.5063131914381914
363,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817.0,49.0,10000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,30.0,Monday,2018-07-30,1.2.2,4.1,Positive,0.013550644982006574,0.5167562877384306
364,Dino War: Rise of Beasts,GAME,4.1,18996.0,81.0,1000000.0,Free,0.0,Teen,['Strategy'],2018.0,8.0,1.0,Wednesday,2018-08-01,1.5.2,4.1,Positive,0.059137009742168456,0.45208500824572256
365,Guns of Glory,GAME,4.0,120592.0,77.0,10000000.0,Free,0.0,Everyone 10+,['Strategy'],2018.0,7.0,31.0,Tuesday,2018-07-31,2.0.2,4.0.3,Negative,-0.1420604256854257,0.5351874996145829
366,Final Fantasy XV: A New Empire,GAME,4.0,484981.0,Varies,10000000.0,Free,0.0,Everyone 10+,['Strategy'],2018.0,6.0,15.0,Friday,2018-06-15,3.30.4.83,4.1,Negative,-0.023527279180463653,0.511339249742269
367,Chapters: Interactive Stories,GAME,4.5,73539.0,96.0,1000000.0,Free,0.0,Mature 17+,['Role Playing'],2018.0,8.0,2.0,Thursday,2018-08-02,1.3.3,4.3,Positive,0.14904506568386022,0.5032795723384645
368,Honkai Impact 3rd,GAME,4.7,59017.0,82.0,1000000.0,Free,0.0,Teen,['Action'],2018.0,7.0,3.0,Tuesday,2018-07-03,2.2.1,4.3,Positive,0.10148298021520948,0.5235471409602994
369,Farming Simulator 18,GAME,4.5,18125.0,15.0,100000.0,Paid,4.99,Everyone,"['Simulation', 'Education']",2018.0,7.0,9.0,Monday,2018-07-09,Varies,4.4,Positive,0.06446713240463238,0.49332987151737157
370,Call of Duty:Black Ops Zombies,GAME,4.2,13004.0,46.0,100000.0,Paid,6.99,Teen,['Action'],2016.0,12.0,20.0,Tuesday,2016-12-20,1.0.11,2.3.3,Negative,-0.16211950231481478,0.442716049382716
371,Angry Birds 2,GAME,4.6,3883589.0,57.0,100000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,26.0,Thursday,2018-07-26,2.21.1,4.1,Positive,0.002282199760648026,0.49623943585150476
372,Fallout Shelter,GAME,4.6,2719142.0,25.0,10000000.0,Free,0.0,Teen,['Simulation'],2018.0,6.0,11.0,Monday,2018-06-11,1.13.12,4.1,Positive,0.17023214882331378,0.5136060292384971
373,Best Fiends - Free Puzzle Game,GAME,4.6,1480189.0,Varies,10000000.0,Free,0.0,Everyone,['Casual'],2018.0,8.0,2.0,Thursday,2018-08-02,5.8.1,Varies,Positive,0.3249999999999999,0.5375
374,Choices: Stories You Play,GAME,4.6,807338.0,93.0,10000000.0,Free,0.0,Teen,['Simulation'],2018.0,7.0,30.0,Monday,2018-07-30,2.3.5,4.0.3,Positive,0.03367840233861161,0.52632837418782
375,Game of Thrones: Conquest™,GAME,4.0,90218.0,97.0,1000000.0,Free,0.0,Teen,['Strategy'],2018.0,8.0,3.0,Friday,2018-08-03,1.8.225278,6,Positive,0.1988888888888889,0.44722222222222224
376,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684.0,83.0,5000000.0,Free,0.0,Teen,['Role Playing'],2018.0,7.0,17.0,Tuesday,2018-07-17,3.0.2,4.0.3,Positive,0.07081548550701007,0.5314801504552734
377,Fate/Grand Order (English),GAME,4.4,16601.0,55.0,500000.0,Free,0.0,Teen,['Role Playing'],2018.0,7.0,26.0,Thursday,2018-07-26,1.18,4,Positive,0.06088093070124321,0.5285510635198135
378,Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247.0,Varies,1000000.0,Free,0.0,Teen,['Role Playing'],2018.0,7.0,26.0,Thursday,2018-07-26,1.1.40,4.0.3,Negative,-0.034255807849557854,0.48827825167557315
379,Doodle Jump,GAME,4.3,1083571.0,Varies,50000000.0,Free,0.0,Everyone,['Arcade'],2018.0,7.0,20.0,Friday,2018-07-20,Varies,Varies,Positive,0.11434494675892148,0.5183894320411174
380,Crossy Road,GAME,4.5,4230886.0,60.0,100000000.0,Free,0.0,Everyone,['Action'],2018.0,8.0,1.0,Wednesday,2018-08-01,3.1,5,Positive,0.21769407347469216,0.5301790270148856
381,Dude Perfect 2,GAME,4.5,401425.0,70.0,10000000.0,Free,0.0,Everyone,['Action'],2017.0,4.0,12.0,Wednesday,2017-04-12,1.6.1,4.0.3,Positive,0.1169023559743807,0.5357966279447627
382,Alto's Adventure,GAME,4.6,515657.0,63.0,10000000.0,Free,0.0,Everyone,['Action'],2018.0,6.0,5.0,Tuesday,2018-06-05,1.7.1,4,Positive,0.043896314659263524,0.5335458627969456
383,DEER HUNTER 2018,GAME,4.3,955656.0,82.0,10000000.0,Free,0.0,Teen,['Action'],2018.0,6.0,26.0,Tuesday,2018-06-26,5.1.2,3,Negative,-0.3833333333333333,0.4333333333333333
384,DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468591.0,Varies,50000000.0,Free,0.0,Mature 17+,['Action'],2018.0,7.0,23.0,Monday,2018-07-23,Varies,Varies,Positive,0.08078019502788021,0.4873107675075267
385,Anger of stick 5 : zombie,GAME,4.5,549039.0,23.0,50000000.0,Free,0.0,Teen,['Action'],2018.0,8.0,3.0,Friday,2018-08-03,1.1.5,2.3,Positive,0.11944444444444441,0.5027777777777778
386,CATS: Crash Arena Turbo Stars,GAME,4.7,1559650.0,Varies,50000000.0,Free,0.0,Everyone,['Action'],2018.0,7.0,9.0,Monday,2018-07-09,2.11.1,4.1,Positive,0.028953154691858055,0.500371594394243
387,DINO HUNTER: DEADLY SHORES,GAME,4.4,1381820.0,54.0,10000000.0,Free,0.0,Teen,['Action'],2017.0,3.0,14.0,Tuesday,2017-03-14,3.1.1,3,Positive,0.022312567688483907,0.5055597754758974
388,Extreme Match,GAME,4.5,696.0,Varies,100000.0,Free,0.0,Everyone,['Action'],2018.0,7.0,5.0,Thursday,2018-07-05,1.1.7,4.1,Positive,0.19859783043853163,0.4721404081465057
389,Agar.io,GAME,4.2,3816799.0,32.0,100000000.0,Free,0.0,Everyone,['Action'],2018.0,7.0,23.0,Monday,2018-07-23,2.2.8,4.0.3,Negative,-0.05370895920962411,0.4525311543263671
390,Battlelands Royale,GAME,4.4,105620.0,61.0,1000000.0,Free,0.0,Everyone 10+,['Action'],2018.0,7.0,16.0,Monday,2018-07-16,0.5.8,4.1,Positive,0.040406194848324126,0.5142119465462056
391,Arrow.io,GAME,4.5,343263.0,Varies,10000000.0,Free,0.0,Everyone 10+,['Action'],2018.0,8.0,6.0,Monday,2018-08-06,1.2.6,4.0.3,Positive,0.08073817355889723,0.45664369256474513
392,BEYBLADE BURST app,GAME,4.5,216849.0,Varies,10000000.0,Free,0.0,Everyone,"['Adventure', 'Action']",2018.0,7.0,16.0,Monday,2018-07-16,Varies,Varies,Negative,-0.01392739590656258,0.4690503362378362
393,Dragon Hills,GAME,4.5,354373.0,66.0,10000000.0,Free,0.0,Everyone 10+,['Action'],2017.0,10.0,12.0,Thursday,2017-10-12,1.2.7,4.1,Positive,0.040340518278018246,0.5521841287019859
394,DC Super Hero Girls™,GAME,4.3,43055.0,95.0,5000000.0,Free,0.0,Everyone,"['Adventure', 'Action']",2018.0,6.0,29.0,Friday,2018-06-29,2.8,4,Positive,0.3340090240641711,0.5733266488413546
395,Dinosaur Simulator: Dino World,GAME,4.0,26649.0,66.0,5000000.0,Free,0.0,Teen,['Action'],2018.0,8.0,5.0,Sunday,2018-08-05,1.2,4.2,Negative,-0.01314102564102564,0.40544871794871795
396,GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039.0,75.0,50000000.0,Free,0.0,Teen,['Action'],2018.0,8.0,1.0,Wednesday,2018-08-01,2.6.61,4.0.3,Positive,0.02222591795753969,0.45793083900226755
397,Bubble Shooter Genies,GAME,4.5,26985.0,41.0,5000000.0,Free,0.0,Everyone,['Casual'],2018.0,6.0,4.0,Monday,2018-06-04,1.9.1,4.0.3,Positive,0.04798845598845597,0.529732683982684
398,Blossom Blast Saga,GAME,4.5,1125438.0,63.0,10000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,5.0,Thursday,2018-07-05,57.0.8,4.0.3,Positive,0.005714461079044404,0.5138021835417669
399,Candy Bomb,GAME,4.4,42145.0,20.0,10000000.0,Free,0.0,Everyone,"['Brain Games', 'Casual']",2018.0,7.0,4.0,Wednesday,2018-07-04,2.9.3181,4.0.3,Positive,0.3065610651974289,0.5916551882460973
400,Gems or jewels ?,GAME,4.7,171448.0,13.0,10000000.0,Free,0.0,Teen,['Puzzle'],2018.0,8.0,3.0,Friday,2018-08-03,1.0.109,4,Positive,0.14521367932140958,0.44228620794410267
401,Fruit Block - Puzzle Legend,GAME,4.6,125647.0,33.0,10000000.0,Free,0.0,Everyone,['Casual'],2018.0,7.0,23.0,Monday,2018-07-23,60,4.1,Negative,-0.1833333333333333,0.3777777777777777
402,Bubble Shooter Space,GAME,4.2,4355.0,Varies,1000000.0,Free,0.0,Everyone,['Casual'],2017.0,7.0,17.0,Monday,2017-07-17,1.6,2.3,Positive,0.18493055555555551,0.4974305555555556
403,1LINE – One Line with One Touch,GAME,4.6,214878.0,10.0,10000000.0,Free,0.0,Everyone,['Board'],2018.0,8.0,3.0,Friday,2018-08-03,2.0.4,4.1,Positive,0.19629029961266803,0.5573153053087264
404,Dog Run - Pet Dog Simulator,GAME,4.7,48615.0,24.0,10000000.0,Free,0.0,Everyone,"['Simulation', 'Action', 'Adventure']",2018.0,5.0,22.0,Tuesday,2018-05-22,1.4.12,4.1,Positive,0.14414591315453384,0.5002745849297573
405,Coloring & Learn,FAMILY,4.4,12753.0,51.0,5000000.0,Free,0.0,Everyone,"['Education', 'Creativity']",2018.0,7.0,17.0,Tuesday,2018-07-17,1.49,4.0.3,Positive,0.3950070346320346,0.5873766233766234
406,Educational Games 4 Kids,FAMILY,4.3,11618.0,39.0,5000000.0,Free,0.0,Everyone,['Education'],2018.0,4.0,3.0,Tuesday,2018-04-03,2.4,4.1,Positive,0.1943595257082099,0.4732344117870434
407,Candy Pop Story,FAMILY,4.7,12948.0,23.0,1000000.0,Free,0.0,Everyone,"['Brain Games', 'Casual']",2018.0,5.0,24.0,Thursday,2018-05-24,2.0.3165,2.3,Positive,0.04241514756944442,0.47871180555555554
408,Candy Smash,FAMILY,4.5,11436.0,15.0,1000000.0,Free,0.0,Everyone,"['Brain Games', 'Casual']",2018.0,4.0,17.0,Tuesday,2018-04-17,2.2.3169,4.0.3,Positive,0.1572673611111111,0.5162118055555556
409,Happy Fruits Bomb - Cube Blast,FAMILY,4.5,2150.0,20.0,500000.0,Free,0.0,Everyone,"['Brain Games', 'Casual']",2018.0,2.0,1.0,Thursday,2018-02-01,1.0.3122,4.0.3,Positive,0.023922799422799405,0.45399134199134195
410,Baby Panda Care,FAMILY,4.2,108795.0,49.0,10000000.0,Free,0.0,Everyone,"['Education', 'Pretend Play']",2018.0,6.0,15.0,Friday,2018-06-15,8.25.10,4.0.3,Positive,0.17868134469696967,0.5161525974025973
411,Baby puzzles,FAMILY,4.3,11950.0,19.0,5000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,12.0,Thursday,2018-07-12,6.1,4.0.3,Positive,0.07949984276689925,0.5072541012452412
412,Garden Fruit Legend,FAMILY,4.6,4289.0,33.0,500000.0,Free,0.0,Everyone,"['Brain Games', 'Casual']",2018.0,7.0,31.0,Tuesday,2018-07-31,3.5.3183,4.0.3,Positive,0.23429054054054052,0.5852477477477477
413,Candy Day,FAMILY,4.5,11716.0,48.0,1000000.0,Free,0.0,Everyone,"['Brain Games', 'Casual']",2018.0,8.0,3.0,Friday,2018-08-03,8.4.3180,4,Positive,0.19631475225225223,0.47321321321321325
414,ABC Kids - Tracing & Phonics,FAMILY,4.5,36606.0,Varies,10000000.0,Free,0.0,Everyone,['Education'],2018.0,6.0,22.0,Friday,2018-06-22,Varies,4,Positive,0.36777017277017277,0.5095799695799695
415,Barbie Magical Fashion,FAMILY,4.0,328619.0,15.0,10000000.0,Free,0.0,Everyone,"['Casual', 'Creativity']",2017.0,10.0,6.0,Friday,2017-10-06,2.2,4.1,Positive,0.08473276471512356,0.5782083847305621
416,Farming Simulator 14,FAMILY,4.5,530854.0,51.0,10000000.0,Free,0.0,Everyone,"['Simulation', 'Action', 'Adventure']",2017.0,7.0,17.0,Monday,2017-07-17,1.4.4,2.3.3,Positive,0.05812792225476048,0.48741907874260815
417,Educational Games for Kids,FAMILY,4.5,7050.0,24.0,1000000.0,Free,0.0,Everyone,['Education'],2018.0,5.0,27.0,Sunday,2018-05-27,2,4,Positive,0.3124580498866213,0.5083401360544217
418,Hot Wheels: Race Off,FAMILY,4.5,520609.0,Varies,10000000.0,Free,0.0,Everyone,"['Racing', 'Action', 'Adventure']",2018.0,6.0,28.0,Thursday,2018-06-28,Varies,4.4,Negative,-0.008838897907647945,0.49031547919672913
419,Baby Tiger Care - My Cute Virtual Pet Friend,FAMILY,4.5,432.0,63.0,100000.0,Free,0.0,Everyone 10+,['Education'],2018.0,7.0,27.0,Friday,2018-07-27,1.0.89,4.4,Positive,0.19518518518518518,0.36296296296296293
420,DisneyNOW – TV Shows & Games,FAMILY,4.3,82471.0,Varies,5000000.0,Free,0.0,Everyone,"['Music', 'Video', 'Entertainment']",2018.0,7.0,5.0,Thursday,2018-07-05,Varies,4.4,Positive,0.20632466691432466,0.5366780450957038
421,Drawing for Kids Learning Games for Toddlers age 3,FAMILY,4.6,29436.0,43.0,1000000.0,Free,0.0,Everyone,['Education'],2018.0,3.0,21.0,Wednesday,2018-03-21,2.0.5,4.1,Positive,0.3866666666666666,0.5466666666666667
422,Baby Panda’s Juice Shop,FAMILY,4.5,19230.0,45.0,5000000.0,Free,0.0,Everyone,"['Education', 'Brain Games']",2018.0,7.0,12.0,Thursday,2018-07-12,8.25.10.1,4.0.3,Positive,0.10833333333333328,0.4916666666666667
423,Dr. Panda Restaurant 3,FAMILY,4.2,11126.0,91.0,1000000.0,Free,0.0,Everyone,"['Education', 'Pretend Play']",2018.0,3.0,23.0,Friday,2018-03-23,1.6.4,4.1,Negative,-0.09746777119938886,0.5161196258806553
424,Baby ABC in box! Kids alphabet games for toddlers!,FAMILY,4.6,9652.0,53.0,1000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,16.0,Monday,2018-07-16,2.0.7.4,4.1,Positive,0.2742688792688793,0.49179463283629954
425,Happy Street,FAMILY,4.5,110877.0,Varies,1000000.0,Free,0.0,Everyone 10+,"['Adventure', 'Casual', 'Action']",2018.0,3.0,28.0,Wednesday,2018-03-28,Varies,Varies,Positive,0.053588817866161605,0.5082602813852813
426,Dr. Panda Town: Vacation,FAMILY,3.8,10366.0,78.0,1000000.0,Free,0.0,Everyone,"['Education', 'Pretend Play']",2018.0,7.0,24.0,Tuesday,2018-07-24,1.2.1,4.1,Positive,0.09280715004396645,0.4862867192331478
427,Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137.0,63.0,100000.0,Free,0.0,Everyone 10+,"['Simulation', 'Pretend Play']",2018.0,8.0,6.0,Monday,2018-08-06,149,4.1,Positive,0.16893322575242212,0.5792567683639112
428,Basketball FRVR - Shoot the Hoop and Slam Dunk!,FAMILY,4.5,4076.0,Varies,100000.0,Free,0.0,Everyone,"['Adventure', 'Sports', 'Action']",2018.0,8.0,1.0,Wednesday,2018-08-01,1.3.3,4.1,Positive,0.07606617647058822,0.4441456582633053
429,Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207.0,93.0,500000.0,Free,0.0,Everyone,"['Racing', 'Action', 'Adventure']",2017.0,8.0,31.0,Thursday,2017-08-31,1.1.9,4.1,Positive,0.02366732804232804,0.4190608465608465
430,Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584.0,91.0,10000000.0,Free,0.0,Everyone,"['Simulation', 'Action', 'Adventure']",2018.0,8.0,2.0,Thursday,2018-08-02,3.2.0h,4.0.3,Positive,0.07622717687855673,0.47913963651788327
431,Equestria Girls,FAMILY,4.3,392596.0,53.0,10000000.0,Free,0.0,Everyone,"['Adventure', 'Role Playing', 'Action']",2016.0,7.0,22.0,Friday,2016-07-22,37893,4,Positive,0.04380837742165866,0.550960435543769
432,Doctor Pets,FAMILY,4.2,23060.0,21.0,1000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,26.0,Thursday,2018-07-26,1.19,4.1,Positive,0.14672222222222223,0.5084444444444445
433,Frozen Free Fall,FAMILY,4.3,1574197.0,37.0,50000000.0,Free,0.0,Everyone,"['Puzzle', 'Action', 'Adventure']",2018.0,7.0,27.0,Friday,2018-07-27,6.7,4.2,Positive,0.07109986139591401,0.497478165109744
434,Dominos Game ✔️,FAMILY,4.1,2903.0,16.0,1000000.0,Free,0.0,Everyone,"['Board', 'Brain Games']",2018.0,7.0,5.0,Thursday,2018-07-05,5.2,4.1,Positive,0.023215534465534458,0.3329251304251304
435,Checkers ✔️,FAMILY,4.1,3617.0,19.0,1000000.0,Free,0.0,Everyone,"['Board', 'Brain Games']",2018.0,7.0,24.0,Tuesday,2018-07-24,4.0.2,4.1,Positive,0.06483468113676447,0.4405675805675806
436,All-in-One Mahjong 3 FREE,FAMILY,4.5,566.0,17.0,50000.0,Free,0.0,Everyone,"['Board', 'Brain Games']",2018.0,6.0,13.0,Wednesday,2018-06-13,20180609,4,Positive,0.5,0.6
437,DreamWorks Friends,FAMILY,3.6,1042.0,48.0,100000.0,Free,0.0,Everyone,"['Role Playing', 'Pretend Play']",2017.0,8.0,4.0,Friday,2017-08-04,2.5,4.3,Negative,-0.0017880828486889144,0.47637230894806654
438,Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396.0,9.5,50000.0,Paid,3.99,Everyone,"['Casual', 'Pretend Play']",2014.0,12.0,9.0,Tuesday,2014-12-09,1.8,4,Positive,0.180236682925485,0.5326722544430877
439,Fun Kid Racing - Motocross,FAMILY,4.1,59729.0,Varies,10000000.0,Free,0.0,Everyone,"['Racing', 'Action', 'Adventure']",2018.0,6.0,27.0,Wednesday,2018-06-27,3.46,4.2,Positive,0.19079545454545455,0.5135774410774411
440,Barbie Life™,FAMILY,3.9,133117.0,63.0,5000000.0,Free,0.0,Everyone,"['Casual', 'Pretend Play']",2018.0,7.0,12.0,Thursday,2018-07-12,2.6,4.1,Positive,0.16261297182349813,0.3933479532163743
441,Hello Kitty Lunchbox,FAMILY,4.2,51838.0,15.0,5000000.0,Free,0.0,Everyone,"['Casual', 'Creativity']",2017.0,11.0,21.0,Tuesday,2017-11-21,1.6,4.1,Negative,-0.05271838659706308,0.5605043532564542
442,COOKING MAMA Let's Cook!,FAMILY,4.3,528745.0,59.0,10000000.0,Free,0.0,Everyone,"['Education', 'Pretend Play']",2018.0,7.0,26.0,Thursday,2018-07-26,1.38,4.1,Positive,0.21892208651137224,0.5058891112561748
443,Fun Kid Racing,FAMILY,4.0,79667.0,Varies,10000000.0,Free,0.0,Everyone,"['Racing', 'Action', 'Adventure']",2018.0,8.0,3.0,Friday,2018-08-03,3.52,4.2,Positive,0.26973829201101923,0.5245821854912764
444,ABCmouse.com,FAMILY,4.3,50887.0,91.0,5000000.0,Free,0.0,Everyone,['Education'],2018.0,7.0,3.0,Tuesday,2018-07-03,7.2,4.4,Positive,0.18250385802469135,0.5238508597883598
445,Essential Anatomy 3,MEDICAL,4.1,1533.0,42.0,50000.0,Paid,11.99,Mature 17+,['Medical'],2014.0,8.0,7.0,Thursday,2014-08-07,1.1.3,4.0.3,Positive,0.2255163032858345,0.5223282227032227
446,Diabetes & Diet Tracker,MEDICAL,4.6,395.0,19.0,1000.0,Paid,9.99,Everyone,['Medical'],2018.0,7.0,16.0,Monday,2018-07-16,6.5.1,5,Positive,0.36362731075231075,0.5684691607191606
447,GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158.0,11.0,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,26.0,Thursday,2018-07-26,5.4.8,4.1,Positive,0.25247104247104246,0.449028314028314
448,FollowMyHealth®,MEDICAL,4.6,73118.0,37.0,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,5.0,10.0,Thursday,2018-05-10,3.3,4.4,Positive,0.18942767109847486,0.48177970677624415
449,Blood Pressure,MEDICAL,4.2,33033.0,7.4,5000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,24.0,Tuesday,2018-07-24,3.27.3,4.1,Positive,0.4408625730994152,0.5758040935672515
450,Doctor On Demand,MEDICAL,4.7,18674.0,Varies,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,27.0,Friday,2018-07-27,3.25,4.4,Positive,0.38842992173721336,0.5533802655677655
451,BioLife Plasma Services,MEDICAL,3.5,250.0,23.0,100000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,9.0,Monday,2018-07-09,1.2,4.4,Positive,0.15480616605616607,0.4577038503824218
452,Anthem Anywhere,MEDICAL,2.7,2657.0,24.0,500000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,27.0,Friday,2018-07-27,8.0.226,4.4,Negative,-0.0628259925381636,0.36883563317773843
453,Blood Donor,MEDICAL,4.2,4476.0,20.0,500000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,31.0,Tuesday,2018-07-31,1.6.2,4.1,Positive,0.20522144852501994,0.36418214831905305
454,1800 Contacts - Lens Store,MEDICAL,4.7,23160.0,26.0,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,27.0,Friday,2018-07-27,7.4.1,5,Positive,0.3181447736291486,0.5910984848484848
455,Blood Pressure Log - MyDiary,MEDICAL,4.7,8348.0,2.6,500000.0,Free,0.0,Everyone,['Medical'],2018.0,4.0,13.0,Friday,2018-04-13,1.4.6,4,Positive,0.32505491150053645,0.5914018250499501
456,CVS Caremark,MEDICAL,3.5,3707.0,10.0,500000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,28.0,Saturday,2018-07-28,4.36,4.4,Positive,0.1919080225330225,0.42912333393102625
457,Ada - Your Health Guide,MEDICAL,4.7,87418.0,14.0,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,16.0,Monday,2018-07-16,2.25,4.4,Positive,0.3105413694123483,0.5678293650793651
458,All Mental disorders,MEDICAL,4.5,453.0,11.0,100000.0,Free,0.0,Everyone,['Medical'],2017.0,7.0,7.0,Friday,2017-07-07,1.1,4.0.3,Positive,0.19492072305625963,0.4175201023391813
459,Delta Dental,MEDICAL,3.0,914.0,Varies,100000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,17.0,Tuesday,2018-07-17,4.6,5,Negative,-0.08418477182539683,0.3259047619047619
460,Drugs.com Medication Guide,MEDICAL,4.4,15875.0,Varies,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,5.0,22.0,Tuesday,2018-05-22,Varies,4.4,Positive,0.24735357887601475,0.49059276786840894
461,HealtheLife,MEDICAL,3.6,190.0,7.7,100000.0,Free,0.0,Everyone,['Medical'],2018.0,1.0,2.0,Tuesday,2018-01-02,2.4,4.4,Positive,0.06321230158730158,0.36319146825396825
462,Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167.0,16.0,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,18.0,Wednesday,2018-07-18,2,4.1,Positive,0.22653244999599165,0.48883272206188877
463,Baritastic - Bariatric Tracker,MEDICAL,4.7,4318.0,12.0,100000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,26.0,Thursday,2018-07-26,1.3.185,4.1,Positive,0.41827673686267436,0.571031492647564
464,Epocrates Plus,MEDICAL,4.3,23889.0,Varies,1000000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,10.0,Tuesday,2018-07-10,Varies,4,Positive,0.299594696969697,0.5152561327561328
465,Banfield Pet Health Tracker,MEDICAL,4.2,1747.0,5.9,100000.0,Free,0.0,Everyone,['Medical'],2016.0,10.0,17.0,Monday,2016-10-17,1.2.2,4,Positive,0.08254051373973248,0.49524039849039847
466,Davis's Drug Guide for Nurses,MEDICAL,4.5,572.0,44.0,50000.0,Free,0.0,Everyone,['Medical'],2018.0,7.0,13.0,Friday,2018-07-13,4.3.2.315,4.4,Positive,0.3148148148148148,0.4259259259259259
